Product,Brand,Type,Revenue,Gross Profit,CMGR,Period,%Total Revenue,% Variation from Average,%Total Gross Profit
"MUESLI WITH QUINOA, AMARANTH, APPLE, SEEDS AND NUTS ( GLUTEN FREE )",Alara,Cereal,2064.4,455.4,8.741941347588366,19.0,0.18874320265243053,77.79609689858958,0.17779877670572775
MUESLI WITH SEEDS AND NUTS - MADE FROM SCOTTISH OATS ( GLUTEN FREE ),Alara,Cereal,2125.2,430.1,8.145473327729924,19.0,0.19430200265304462,83.03248649916806,0.16792106688874286
MURCOTT MANDARINES,NGS,Fresh fruits,30.0,7.5,0.0,19.0,0.002742828947671438,-97.41625513129351,0.002928174846932275
MUSHROOM,NGS,Fresh vegetables,4339.18,870.19,17.518303764069685,36.0,0.396720950438565,273.7111353131283,0.33974246267359953
MUSHROOM,NGS,Organic fresh fruits & vegetables,18.75,3.75,0.0,19.0,0.0017142680922946486,-98.38515945705845,0.0014640874234661376
MUSHROOMS ( BROWN ),NGS,Fresh vegetables,128.0,28.0,6.757382097457354,15.0,0.011702736843398134,-88.97602189351896,0.010931852761880493
MUSHROOMS / 250G,NGS,Fresh Produce,420.36,97.03,6.012239972402922,40.0,0.038432519214772184,-63.7965668996846,0.03788277405304515
MUSTARD LEAVES,Kheir Misr,Fresh vegetables,159.5,30.66,4.445780200606264,35.0,0.014582707238453145,-86.26308978137713,0.011970378774259141
MUSTARD LEAVES / 250G,NGS,Fresh Produce,26.0,6.0,3.5264923841377582,40.0,0.0023771184213152463,-97.76075444712104,0.00234253987754582
NANDO'S GARLIC SAUCE,Nando's,Condiments,24.0,5.0,0.0,20.0,0.00219426315813715,-97.93300410503481,0.001952116564621517
NATURAL DEODORANT POWDER,Healing Herbs,Cosmetics,70.0,14.0,0.0,17.0,0.006399934211233355,-93.97126197301819,0.005465926380940247
NATURAL HOT CHOCOLATE WITH BANNANA AND MACA ( ORGANIC ),Alara,Beverages,1134.9,257.98,15.13392635361328,19.0,0.1037612190904105,-2.256931616833307,0.10072140626821179
NATURAL NO FAT GRANOLA / 340G,Bob's Red Mill,Cereal,1778.25,273.0,5.43444877526007,35.0,0.16258118587322448,53.15147709257746,0.10658556442833482
NECTARINE,NGS,Fresh fruits,225.0,55.61,16.01766444168542,17.0,0.02057121710753578,-80.6219134847013,0.02171144043172051
NGS HAPPY LIFE BOX,NGS,Chemical free produce,3071.48,614.28,1.8607346219073229,37.0,0.2808181418731289,164.53068964448744,0.23982923266314107
NGS MINI HAPPY LIFE BOX,NGS,Chemical free produce,2969.58,925.33,6.340807974924001,35.0,0.27150166621420496,155.75456957378105,0.3612704041482456
NORWEGIAN SMOKED SALMON 100G,sea world,Frozen,150.0,30.0,6.504108943996267,22.0,0.013714144738357189,-87.08127565646753,0.0117126993877291
NORWEGIAN SMOKED SALMON 200G,NGS,Frozen,709.3,153.3,5.824313580475837,35.0,0.0648496190861117,-38.911658820882785,0.05985189387129571
NUTMEG,Tropical Heat,Spices,203.0,52.4,10.218602968785028,20.0,0.018559809212576727,-82.51665972175272,0.020458181597233498
OAK LEAF LETTUCE,NGS,Fresh vegetables,64.0,14.0,5.07183427803668,19.0,0.005851368421699067,-94.48801094675947,0.005465926380940247
OAT  (CLASSIC),BetterOats,Cereal,62.0,12.5,3.5264923841377582,20.0,0.0056685131585209715,-94.66026060467324,0.004880291411553792
OAT (APPLES & CINNAMON),BetterOats,Cereal,62.0,12.5,0.0,20.0,0.0056685131585209715,-94.66026060467324,0.004880291411553792
OAT (MAPLE &BROWN SUGAR),BetterOats,Cereal,93.0,18.75,0.0,20.0,0.008502769737781458,-91.99039090700987,0.007320437117330688
OAT MILK ( ORGANIC ),Alpro,Non-dairy milk,166.5,35.4,6.05404785126229,19.0,0.015222700659576479,-85.66021597867896,0.01382098527752034
OAT MILK ( ORGANIC ) / 946ML,Pacific Natural Foods,Non-dairy milk,7588.75,1462.8,6.648663133142163,35.0,0.6938214392213874,553.579795746547,0.571111222145671
OAT MILK ( ORIGINAL ),NGS,Non-dairy milk,580.0,120.0,20.59085510306964,16.0,0.0530280263216478,-50.04759920500778,0.0468507975509164
OATS WITH APPLE AND CINNAMON ( ORGANIC ),Alara,Cereal,1510.4,316.4,20.542300019158134,20.0,0.138092294752098,30.08294165647632,0.12352993620924957
OCCRA / 500G,NGS,Fresh Produce,179.4,41.4,3.6185321150670857,39.0,0.016402117107075197,-84.54920568513516,0.01616352515506616
OKRA ( CHEMICAL FREE ),NGS,Fresh vegetables,502.0,101.88,5.402584010694689,15.0,0.04589667105770206,-56.76533586364466,0.039776327120728025
OLD COUNTRY STYLE MUESLI / 510G,Bob's Red Mill,Cereal,2512.0,407.55,11.513856325176297,36.0,0.2296662105516884,116.34557033969047,0.15911702118229984
OLD COUNTRY STYLE MUESLI / 510G,Bob's Red Mill,Grains & Cereal,583.2,86.4,6.409286499841582,40.0,0.053320594742732756,-49.77199975234574,0.03373257423665981
OLD FASHIONED ROLLED OATS / 907G,Bob's Red Mill,Grains & Cereal,217.35,28.35,1.0188177345910487,40.0,0.019871795725879566,-81.28076842622144,0.011068500921404
ONIONS (AWERMA),Kheir Misr,Fresh vegetables,191.16,30.34,5.354417823143165,35.0,0.0174773060545624,-83.53637769660222,0.011845443314123363
ORANGES,Kheir Misr,Fresh fruits,2259.48,374.92,14.218167796257264,36.0,0.206578905022822,94.59732853149833,0.14637750848157982
ORANGES,NGS,Fresh fruits,503.0,157.46,13.287668321060696,19.0,0.04598809868929111,-56.679211034687775,0.061476054853060805
ORGANIC BARLEY MALT SYRUP / 566G,"Eden Foods, Inc.",Honey & Sweeteners,289.5,37.5,2.8155464661566043,33.0,0.026468299345029374,-75.06686201698233,0.014640874234661375
ORGANIC BROWN RICE ELBOW PASTA / 340G,Lundberg Family Farms,Ricenpasta,2149.15,371.65,11.55819120382484,36.0,0.19649169442960235,85.09517615268543,0.14510082424831736
ORGANIC BROWN RICE FLAKES (TOASTED) / 454G,"Eden Foods, Inc.",Cereal,492.7,71.5,4.278534015521163,35.0,0.04504639408392391,-57.56629677294367,0.02791526687408769
ORGANIC BROWN RICE PASTA - ELBOW,Lundberg,Grains & Cereal,471.96,61.56,4.581238648547403,40.0,0.043150185004767055,-59.35252572550943,0.024034459143620113
ORGANIC BROWN RICE PASTA - PENNE / 250G,Lundberg,Grains & Cereal,275.31,35.91,0.913531886040797,37.0,0.025170941252780785,-76.2889733398805,0.014020101167111733
ORGANIC BROWN RICE PASTA - ROTINI / 238G,Lundberg,Grains & Cereal,314.64,41.04,1.7479692102686295,40.0,0.028766790003178038,-72.90168381700629,0.01602297276241341
ORGANIC BROWN RICE PASTA - SPAGHETTI,Lundberg,Grains & Cereal,314.64,41.04,3.5264923841377582,40.0,0.028766790003178038,-72.90168381700629,0.01602297276241341
ORGANIC BROWN RICE SYRUP / 473G,Lundberg Family Farms,Honey & Sweeteners,202.5,27.0,3.6074555572293887,31.0,0.018514095396782206,-82.55972213623116,0.010541429448956191
ORGANIC BROWN RICE VINEGAR / 269ML,"Eden Foods, Inc.",Condiments,83.0,11.0,2.6004484707038644,27.0,0.007588493421890978,-92.8516391965787,0.004294656442167337
ORGANIC BUCKWHEAT / 454G,Eden,Grains & Cereal,486.0,48.6,2.389249957333406,40.0,0.04443382895227729,-58.14333312695479,0.018974573008121144
ORGANIC COLORED PEPPER,NGS,Organic fresh fruits & vegetables,300.0,60.0,3.5264923841377582,20.0,0.027428289476714378,-74.16255131293505,0.0234253987754582
ORGANIC FOUL AKHDAR,NGS,Organic fresh fruits & vegetables,104.5,22.0,1.528002727735056,21.0,0.009554187501055508,-90.99995537400571,0.008589312884334673
ORGANIC FRESH CORIANDER,NGS,Organic fresh fruits & vegetables,50.0,10.0,5.026389656222596,20.0,0.004571381579452396,-95.69375855215584,0.003904233129243034
ORGANIC FRESH DILL,NGS,Organic fresh fruits & vegetables,18.75,3.75,5.3707472093069475,21.0,0.0017142680922946486,-98.38515945705845,0.0014640874234661376
ORGANIC FRESH MARJORAM,NGS,Organic fresh fruits & vegetables,12.5,2.5,0.0,20.0,0.001142845394863099,-98.92343963803896,0.0009760582823107585
ORGANIC FRESH SPEARMINT,NGS,Organic fresh fruits & vegetables,56.25,11.25,11.029943674476673,21.0,0.005142804276883945,-95.15547837117532,0.004392262270398413
ORGANIC FRESH THYME,NGS,Organic fresh fruits & vegetables,18.75,3.75,5.3707472093069475,21.0,0.0017142680922946486,-98.38515945705845,0.0014640874234661376
ORGANIC GARLIC GOMASIO / 100G,"Eden Foods, Inc.",Condiments,79.5,12.0,3.492776707986467,32.0,0.00726849671132931,-93.1530760979278,0.00468507975509164
ORGANIC KAMUT FLAKES,Eden,Grains & Cereal,147.5,21.5,2.440598113406023,38.0,0.01348557565938457,-87.29658772885973,0.008394101227872522
ORGANIC KAMUT FLAKES (TOASTED) / 454G,"Eden Foods, Inc.",Cereal,295.0,43.0,4.705759544890675,35.0,0.02697115131876914,-74.59317545771947,0.016788202455745044
ORGANIC KAMUT PASTA - VEGETABLE SPIRALS,Eden,Grains & Cereal,99.36,12.96,0.0,38.0,0.009084249474687802,-91.44263699484411,0.005059886135498972
ORGANIC KUKICHA TWIG TEA (LOOSE) / 49G,"Eden Foods, Inc.",Herbal Drinks,212.0,32.0,2.1897148654116627,32.0,0.01938265789687816,-81.74153626114078,0.012493546013577708
ORGANIC LEMON GRASS,NGS,Organic fresh fruits & vegetables,93.75,18.75,4.688023497686555,20.0,0.008571340461473244,-91.9257972852922,0.007320437117330688
ORGANIC MERLOT,Voelkel,Healthy & Supper food juices,123.75,24.75,1.9495464518121342,21.0,0.01131416940914468,-89.34205241658572,0.009662976994876508
ORGANIC MILLET,Eden,Grains & Cereal,238.7,40.7,5.9253725177288885,40.0,0.02182377566030574,-79.442003327992,0.01589022883601915
ORGANIC MUGI MISO (SOYBEAN&BARLEY) / 345G,"Eden Foods, Inc.",Japanese cuisine,248.7,32.7,3.6074555572293887,31.0,0.02273805197619622,-78.58075503842316,0.012766842332624722
ORGANIC POTATO,NGS,Organic fresh fruits & vegetables,368.75,73.75,2.1171054257487443,21.0,0.03371393914846142,-68.24146932214934,0.028793719328167374
ORGANIC QUINOA / 454G,Eden,Super foods,4024.08,524.88,6.312584090290674,40.0,0.367912103724856,246.57320170881434,0.20492538848770836
ORGANIC RASPBERRY LEAF POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,74.0,11.0,2.70180507087725,26.0,0.006765644737589546,-93.62676265719065,0.004294656442167337
ORGANIC RED PEPPER,NGS,Organic fresh fruits & vegetables,67.5,13.5,11.029943674476673,21.0,0.006171365132260735,-94.1865740454104,0.005270714724478096
ORGANIC RED QUINOA / 454G,"Eden Foods, Inc.",Grains,3210.3,844.8,6.120452431420564,35.0,0.29351012569032053,176.486538400282,0.32982961475845146
ORGANIC SOY FLOUR / 453G,Bob's Red Mill,Gluten free baking,385.0,64.0,4.308490451572644,33.0,0.03519963816178345,-66.84194085159999,0.024987092027155416
ORGANIC SOY SAUCE / 269ML,"Eden Foods, Inc.",Japanese cuisine,348.25,45.85,2.4503915236640195,35.0,0.03183967270088594,-70.00702831576544,0.01790090889757931
ORGANIC SPAGHETTI SAUCE / 700G,"Eden Foods, Inc.",Condiments,195.0,33.0,5.252614560125846,35.0,0.017828388159864345,-83.20565835340778,0.012883969326502012
ORGANIC SPELT FLAKES,Eden,Grains & Cereal,139.0,20.2,0.7599310154630556,38.0,0.012708440790877662,-88.02864877499324,0.007886550921070929
ORGANIC SPELT FLAKES (TOASTED) / 454G,"Eden Foods, Inc.",Cereal,552.0,76.8,3.379126080901096,35.0,0.050468052637154454,-52.4590944158005,0.029984510432586497
ORGANIC TURMERIC POWDER JAR,"Starwest Botanicals,Inc.",Herbal pharmacy,126.0,18.0,2.1897148654116627,32.0,0.011519881580220038,-89.14827155143273,0.00702761963263746
OSOOL BEGAWI CHICKEN ( FROZEN ),NGS,Chemical free poultry ,11026.0,1000.66,16.63990915032265,19.0,1.0080810659008423,849.6123640785936,0.3906809923108334
OSSO BUCCO,Kheir Misr,Fresh Beef & Poultry,1872.0,432.0,9.229312748614316,36.0,0.1711525263346977,61.22567980728525,0.16866287118329906
OX TAIL (3AKAWY),Kheir Misr,Fresh Beef & Poultry,163.8,37.8,3.6074555572293887,31.0,0.014975846054286052,-85.89275301686254,0.014758001228538665
PAK CHOI,NGS,Fresh vegetables,906.0,216.0,18.165805864897465,19.0,0.08283343421967743,-21.97090496506387,0.08433143559164953
PANCAKE MIX ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2050.0,346.86,11.209461154014221,35.0,0.18742664475754825,76.55589936161046,0.13542223032092388
PAPAYA,NGS,Fresh fruits,36.0,9.0,0.9642059404070258,19.0,0.0032913947372057253,-96.89950615755221,0.00351380981631873
PAPRIKA,Tropical Heat,Spices,167.7,37.32,9.282459994827107,21.0,0.015332413817483338,-85.5568661839307,0.014570598038335
PARSLEY,NGS,Fresh vegetables,148.0,54.76,7.910335931504164,33.0,0.013531289475179092,-87.25352531438129,0.02137958061573485
PARSLEY ( CHEMICAL FREE ),NGS,Fresh vegetables,112.0,22.68,0.49527560261841685,15.0,0.010239894737973368,-90.35401915682908,0.0088548007371232
PEACH / 1 KG,NGS,Fresh Produce,28.47,6.57,0.0,40.0,0.002602944671340194,-97.54802611959754,0.0025650811659126732
PEANUT BUTTER (HOME-MADE),Signature,spreads,1820.0,520.0,24.547071141683396,18.0,0.16639828949206723,56.74718870152733,0.20302012272063774
PEANUTS IN SHELL (CHEMICAL FREE),NGS,Nuts,67.5,20.7,2.4137596028845465,17.0,0.006171365132260735,-94.1865740454104,0.00808176257753308
PEAR,NGS,Fresh Produce,107.8,18.0,6.246783089404118,38.0,0.009855898685299366,-90.715743438448,0.00702761963263746
PEARS ( AMERICAN ) - IMPORTED,NGS,Fresh fruits,817.5,194.55,15.318647439329936,19.0,0.07474208882404668,-29.592952327748026,0.07595685552942322
PEEIED TIGER SHRIMP MEDIUM,sea world,Frozen,150.0,30.0,3.355778300702772,21.0,0.013714144738357189,-87.08127565646753,0.0117126993877291
PENNE ( GLUTEN FREE ) - ITALIAN,NGS,Pasta,1011.75,363.75,12.757496036179884,24.0,0.09250190626021924,-12.863204302873475,0.14201648007621534
PENNE (GLUTEN FREE ) - DR SCHAR,Schar,Pasta,844.0,194.25,14.115051726481799,23.0,0.07716492106115645,-27.310644360390626,0.07583972853554592
PEPPER MINT / 250G,NGS,Fresh Produce,36.63,8.46,3.8317832532147156,40.0,0.003348994145106826,-96.84524751530935,0.0033029812273396067
PEPPERMINT,Kheir Misr,Fresh vegetables,274.54,72.14,7.9291183417370625,35.0,0.02510054197645722,-76.3552894581773,0.028165137794359245
PICKLED GINGER SUSHI,NGS,Japanese cuisine,18.0,3.75,0.0,21.0,0.0016456973686028626,-98.4497530787761,0.0014640874234661376
PIGEON,NGS,Fresh Beef & Poultry,2018.4,336.4,7.045466089606678,36.0,0.18453753159933434,73.83435476657296,0.13133840246773565
PIMENTO (ALL SPICE),Tropical Heat,Spices,88.0,24.0,9.682497969462588,15.0,0.008045631579836218,-92.42101505179429,0.00937015951018328
PINEAPPLE,Kheir Misr,Fresh fruits,1897.19,341.09,13.436756373105997,35.0,0.17345558837442585,63.395164248709136,0.13316948780535062
PINEAPPLE POWDER,"Starwest Botanicals,Inc.",Herbal pharmacy,156.0,21.0,3.860989784262281,29.0,0.014262710527891477,-86.56452668272622,0.008198889571410371
PINK GRAPE FRUIT,Kheir Misr,Fresh fruits,1471.57,327.07,12.761182051099752,36.0,0.13454215981749526,26.73871454808053,0.1276957529581519
PINK GRAPEFRUIT / 1 KG,NGS,Fresh Produce,13.54,3.12,0.0,40.0,0.0012379301317157088,-98.8338698159238,0.0012181207363238264
PLAIN SAFAGA RED SEA SALT,Nefertari,Cosmetics,30.0,7.5,0.0,17.0,0.002742828947671438,-97.41625513129351,0.002928174846932275
POMEGRANATE,Kheir Misr,Fresh vegetables,333.0,-28.98,7.227897571513187,36.0,0.030445401319152958,-71.32043195735791,-0.011314467608546312
POMEGRANATE & GRAPEFRUIT JAM,NGS,Sweeteners,80.0,16.0,3.9259226031843397,18.0,0.007314210527123834,-93.11001368344935,0.006246773006788854
POMEGRANATE JUICE,Berry company,Juices,405.0,95.3,8.905128890734026,22.0,0.03702819079356441,-65.11944427246233,0.03720734172168611
POTATOES,Kheir Misr,Fresh vegetables,1802.45,321.69,13.65066061290905,36.0,0.16479373455767943,55.23569795333404,0.12559527553461916
POTATOES,NGS,Fresh vegetables,75.5,14.0,2.033831654487095,19.0,0.006902786184973119,-93.49757541375533,0.005465926380940247
POTATOES ( CHEMICAL FREE ),NGS,Chemical free vegetables,1216.0,264.7,24.8510438791699,21.0,0.11117600001228228,4.727792011569909,0.1033450509310631
POTATOES NICOLA / 1 KG,NGS,Fresh Produce,229.36,53.11,4.218875692832413,40.0,0.020969841581264033,-80.24640923044929,0.020735382149409752
PREMIUM BROWN RICE,Kheir Misr,Grains & Cereal,280.8,64.8,2.5795074332279233,39.0,0.025672878950204658,-75.81614802890721,0.025299430677494857
PREMIUM BROWN SUGAR,Kheir Misr,Honey & Sweeteners,430.3,123.98,4.093870882790895,40.0,0.03934130987276732,-62.94048609985318,0.04840468233635513
PREMIUM FLAX SEEDS / 250G,Kheir Misr,Super foods,577.4,179.81,5.065388274343374,40.0,0.05279031447951627,-50.27152376029567,0.07020201589691899
PREMIUM FRENCH SEA SALT / 367G,Eden,Condiments,212.15,27.65,4.105638019002988,40.0,0.019396372041616518,-81.72861753679724,0.010795204602356988
PREMIUM GREEN TEA / 300G,NGS,Herbal Drinks,234.0,38.38,3.5264923841377582,40.0,0.021394065791837214,-79.84679002408934,0.014984446750034765
PREMIUM LARGE LEAF HIBISCUS / 250G,NGS,Herbal Drinks,30.3,5.58,2.933282505624746,38.0,0.002770257237148152,-97.39041768260644,0.002178562086117613
PREMIUM NORWEGIAN SALMON STEAK,NGS,Fish,2193.84,777.04,4.89710029055932,40.0,0.2005775952853169,88.94409475876854,0.3033745310747007
PREMIUM NORWEGIAN SMOKED SALMON,NGS,Fish,978.0,198.0,5.9253725177288885,40.0,0.08941622369408887,-15.769917280168283,0.07730381595901206
PREMIUM PORTUGUESE SEA SALT / 453G,Eden,Condiments,269.0,44.0,5.9253725177288885,40.0,0.02459403289745389,-76.83242101059844,0.017178625768669346
PREMIUM RAW WHEAT GERM / 200G,Kheir Misr,Super foods,225.0,72.0,2.7845955651691012,40.0,0.02057121710753578,-80.6219134847013,0.02811047853054984
PREMIUM SMOKED SALMON FILLET (SUSHI),NGS,Fish,630.0,105.0,1.52397089106453,37.0,0.05759940790110019,-45.74135775716362,0.040994447857051856
PREMIUM WHEY PROTEIN / 450G,Kheir Misr,Super foods,1360.0,207.45,3.683517710311257,40.0,0.12434157896110518,17.12976738136108,0.08099331626614674
PROBIOTICS,OMX,Herbal pharmacy,2500.0,-355.0,5.1581198495976865,32.0,0.2285690789726198,115.31207239220787,-0.1386002760881277
PSYLLIUM HUSK,NGS,Food supplements,1122.75,224.95,18.550517156571544,21.0,0.10265037336660356,-3.303348288659445,0.08782572424232205
PSYLLIUM SEEDS / 300G,NGS,Food supplements,1849.8,410.73,7.9295640885084895,35.0,0.16912283291342084,59.313708604442446,0.16035856731739911
PSYLLIUM SEEDS / 300G,NGS,Seeds,270.0,78.75,2.7845955651691012,40.0,0.02468546052904294,-76.74629618164155,0.03074583589278889
PUK CHOI,Kheir Misr,Fresh vegetables,853.32,171.45,11.031869345773204,35.0,0.07801702658756637,-26.507960954512466,0.06693807700087182
PUK CHOI,NGS,Fresh vegetables,200.0,40.0,6.824169081440212,21.0,0.018285526317809584,-82.77503420862337,0.015616932516972135
PUMPKIN,Kheir Misr,Fresh fruits,1236.72,217.92,6.064772911000982,35.0,0.11307038053880734,6.51229846755653,0.08508104835246419
PUMPKIN SEEDS / 100G,Kheir Misr,Food supplements,4381.8,1644.6,16.21468605205432,36.0,0.4006175960968902,277.38177552327056,0.6420901804353093
PUMPKIN SEEDS / 100G,Kheir Misr,Seeds,390.0,49.8,8.486159153587058,40.0,0.03565677631972869,-66.41131670681557,0.019443080983630307
PURE COCONUT MILK,NGS,Non-dairy milk,1200.0,240.0,16.80160965591895,16.0,0.10971315790685751,3.3497947482597783,0.0937015951018328
PURE OATS ( GLUTEN FREE ),Alara,Cereal,1880.0,472.0,3.3782938905493554,19.0,0.17188394738741009,61.91467843894032,0.1842798037002712
PURPLE ASPARAGUS,NGS,Fresh Produce,186.34,31.08,2.2547755117346524,38.0,0.01703662487030319,-83.9514993721744,0.012134356565687348
PURPLE BROCCOLI,NGS,Fresh vegetables,100.56,44.7,3.1886749863576647,35.0,0.009193962632594659,-91.33928720009584,0.01745192208771636
PURPLE KALE ( AQUAPONIC ),Bustan,Aquaponic vegetables,120.0,27.0,0.0,19.0,0.010971315790685752,-89.66502052517403,0.010541429448956191
PURPLE SUPERBERRY JUICE,Berry company,Juices,1223.4,229.85,15.259063111988658,21.0,0.11185256448604125,5.365115745850852,0.08973879847565112
QUINOA ( WHITE ) - ORGANIC / 454G,"Eden Foods, Inc.",Grains,62300.96,10967.22,18.10913898203481,36.0,5.696029218524012,5265.659523849618,4.281858365969678
QUINOA (WHITE) - ORGANIC,Bob's Red Mill,Grains,10419.41,-60.78,15.247365403337687,18.0,0.9526219788552418,797.3699040816377,-0.023729928959539157
RADICCHIO,NGS,Fresh vegetables,31.5,6.5,3.5264923841377582,20.0,0.0028799703950550095,-97.28706788785819,0.002537751534007972
RADISH,NGS,Fresh vegetables,98.0,43.43,12.763823583000299,19.0,0.008959907895726697,-91.55976676222545,0.016956084480302495
RAISINS (CHEMICAL FREE),NGS,Dried fruits,317.5,57.96,9.957900266456331,18.0,0.029028273029522714,-72.6553668061896,0.022628935217092624
RASPBERRIES,NGS,Fresh fruits,2758.0,1563.62,6.291300420196788,25.0,0.25215740792259417,137.53227826308373,0.6104737005546992
RASPBERRIES ( FROZEN ),Ardo,Frozen fruits,2272.89,482.13,19.599315142970262,21.0,0.20780494956243115,95.75226248781013,0.18823479186019437
RAW ALMONDS - SHELLED / 250G,NGS,Nuts,8769.805,2471.895,14.447614576237221,36.0,0.8018025006477905,655.2979556102187,0.9650854351010208
RAW ALMONDS SHELLED / 250G,NGS,Dried Fruits & Nuts,930.7,264.45,5.401149260207028,40.0,0.0850916967199269,-19.84362168982885,0.10324744510283203
RAW CASHEW NUT / 250G,NGS,Dried Fruits & Nuts,798.0,145.2,5.9253725177288885,40.0,0.07295925000806025,-31.27238649240725,0.05668946503660884
RAW CASHEW NUT / 250G,NGS,Nuts,6453.6,1831.65,14.257796625625607,36.0,0.5900373632230796,455.8151961561411,0.7151188611178002
RAW HONEY,Honey,Honey,3276.9,666.9,13.553757274616851,22.0,0.2995992059541511,182.2224520088104,0.26037330738921793
RAW MILLED LINSEEDS (FLAX SEED MEAL ) - ORGANIC,Alara,Food supplements,1711.5,402.02,20.366707393593742,20.0,0.15647839146465553,47.40264475970551,0.15695798026182844
RAW PECAN / 250G,NGS,Dried Fruits & Nuts,1031.94,249.43,6.054654255536462,40.0,0.09434783014200211,-11.124344006233999,0.097383286942709
RAW PECAN / 250G,NGS,Nuts,8386.73,2261.65,13.146840414729732,36.0,0.7667788606768159,622.3056867575605,0.8830008856752507
RAW PERUVIAN CACAO ( ORGANIC ),Alara,Baking supplments,1564.0,396.98,16.973205621037547,20.0,0.14299281580527096,34.699232488565244,0.15499024676468995
RAW PISTACHIO / 250G,NGS,Dried Fruits & Nuts,335.88,95.76,4.581238648547403,40.0,0.030708712898129417,-71.0723924499621,0.03738693644563129
RAW PISTACHIO / 250G,NGS,Nuts,3689.96,1091.5,12.71224692353432,35.0,0.3373643034583233,217.79717385774055,0.42614704605687714
RAW SUNFLOWER SEED ( SHELLED ) / 566G,Bob's Red Mill,Seeds,5395.0,1121.69,12.206465933132549,35.0,0.4932520724229136,364.64345222238455,0.4379339258740618
RAW SUNFLOWER SEED SHELLED / 566G,Bob's Red Mill,Seeds,571.32,74.52,6.409286499841582,40.0,0.05223443447945487,-50.79516272035352,0.029094345279119086
RAW WALNUT - SHELLED / 250G,NGS,Dried Fruits & Nuts,830.85,236.35,5.835634688991687,40.0,0.07596264770576047,-28.44318586117363,0.0922765500096591
RAW WALNUT - SHELLED / 250G,NGS,Nuts,5212.85,1378.54,13.348156539894894,36.0,0.4765985293289685,348.95581462788834,0.5382141537986691
RAW WHEAT GERM (KHEIR MISR) / 200G,Kheir Misr,Food supplements,179.42,60.42,5.627221705727403,36.0,0.01640394565970698,-84.54748318855603,0.023589376566886408
RED APPLES ( AMERICAN ),NGS,Fresh fruits,1785.0,352.21,7.546902248064624,19.0,0.16319832238645055,53.73281968803642,0.1375109950450689
RED ASPARAGUS,NGS,Fresh vegetables,866.5,181.5,12.358287081712671,21.0,0.07922204277191003,-25.37283570886075,0.07086183129576105
RED BABY CARROTS,Kheir Misr,Fresh vegetables,81.15,29.14,0.5042860200664023,35.0,0.0074193523034512395,-93.01097013014892,0.0113769353386142
RED BAG CLIP,Bob's Red Mill,Accessories,117.3,25.5,3.020295342871737,35.0,0.010724461185395322,-89.89755756335761,0.009955794479569735
RED CABBAGE,Kheir Misr,Fresh vegetables,534.97,116.83,7.404561566894596,33.0,0.04891104007119297,-53.92580025293622,0.045613155648946364
RED CABBAGE,NGS,Fresh vegetables,290.2,70.96,13.773171142678443,19.0,0.026532298687141707,-75.00657463671251,0.027704438285108563
RED CHILI PEPPER,NGS,Fresh vegetables,35.0,7.07,4.749188782335767,27.0,0.0031999671056166775,-96.9856309865091,0.0027602928223748246
RED CHILI PEPPER ( CHEMICAL FREE ),NGS,Chemical free vegetables,100.0,20.5,8.379838673436812,20.0,0.009142763158904792,-91.38751710431168,0.008003677914948219
RED CHILLI PEPPER ( CHEMICAL FREE ),NGS,Fresh vegetables,38.0,26.0,4.4273782427413755,16.0,0.0034742500003838214,-96.72725649963844,0.010151006136031888
RED CURLY BATAVIA / 500G,NGS,Fresh Produce,232.18,53.58,5.789628038207928,40.0,0.021227667502345147,-80.00353721279086,0.020918881106484172
RED CURLY FRISEE,NGS,Fresh vegetables,123.42,23.88,3.90946531913714,30.0,0.011283998290720295,-89.37047361014147,0.009323308712632363
RED CURLY FRISEE / 500G,NGS,Fresh Produce,36.57,8.43,1.0188177345910487,40.0,0.0033435084872114828,-96.85041500504678,0.0032912685279518775
RED ENDIVE,Kheir Misr,Fresh vegetables,742.0,118.72,5.745835874106975,35.0,0.06783930263907356,-36.0953769139927,0.0463510557103733
RED ENDIVE,NGS,Fresh vegetables,222.5,50.9,4.914049362030659,21.0,0.020342648028563164,-80.8372255570935,0.01987254662784704
RED GRAPES,NGS,Fresh vegetables,213.15,51.45,5.379467942289695,31.0,0.019487799673205564,-81.64249270784036,0.02008727944995541
RED GRAPES ( CHEMICAL FREE ),NGS,Fresh fruits,87.5,17.5,2.4850003686899935,18.0,0.007999917764041693,-92.46407746627273,0.0068324079761753085
RED GRAPES ( IMPORTED ),NGS,Fresh fruits,955.0,180.5,12.79123431738942,19.0,0.08731338816754076,-17.750788346176595,0.07047140798283676
RED GRAPES - SEEDLESS(CHEMICAL FREE),NGS,Fresh fruits,1919.0,594.51,15.284081815302786,17.0,0.17544962501938297,65.27354676825875,0.2321105637666276
RED ICEBERG,NGS,Fresh vegetables,162.5,31.46,8.625967229128694,31.0,0.014856990133220288,-86.0047152945065,0.012282717424598584
RED ICEBERG LETTUCE,NGS,Fresh vegetables,180.0,67.49,8.158850220871594,20.0,0.016456973686028626,-84.49753078776104,0.02634966938926123
RED ONION ( CHEMICAL FREE ),NGS,Chemical free vegetables,732.0,147.61,18.70020807692534,21.0,0.06692502632318308,-36.956625203561536,0.057630385220756426
